,FID_Bounded_groups3_1,Field3_1,POINT_X,POINT_Y
741,59,River Group,-110.8389109,44.56365582
742,59,River Group,-110.8388138,44.5636594
743,59,River Group,-110.8360672,44.56370899
744,59,River Group,-110.8359701,44.56370541
745,59,River Group,-110.8358741,44.56369472
746,59,River Group,-110.8357801,44.56367702
747,59,River Group,-110.8356891,44.56365251
748,59,River Group,-110.8356022,44.56362144
749,59,River Group,-110.8352436,44.56346122
750,59,River Group,-110.8351616,44.56342392
751,59,River Group,-110.8350854,44.5633808
752,59,River Group,-110.8350158,44.5633323
753,59,River Group,-110.8322616,44.56140206
754,59,River Group,-110.8321993,44.5613487
755,59,River Group,-110.8321451,44.56129104
756,59,River Group,-110.8308046,44.55969636
757,59,River Group,-110.8307589,44.55963502
758,59,River Group,-110.8307223,44.55957065
759,59,River Group,-110.8306951,44.55950393
760,59,River Group,-110.8306777,44.55943557
761,59,River Group,-110.8302511,44.55674592
762,59,River Group,-110.8302436,44.55667663
763,59,River Group,-110.8302461,44.55660717
764,59,River Group,-110.8302585,44.55653826
765,59,River Group,-110.8302809,44.55647062
766,59,River Group,-110.8303128,44.55640499
767,59,River Group,-110.830354,44.55634206
768,59,River Group,-110.830404,44.55628248
769,59,River Group,-110.8304624,44.5562269
770,59,River Group,-110.8305284,44.55617591
771,59,River Group,-110.8306014,44.55613004
772,59,River Group,-110.8306806,44.55608977
773,59,River Group,-110.8307652,44.55605555
774,59,River Group,-110.8308542,44.55602772
775,59,River Group,-110.8318279,44.5557802
776,59,River Group,-110.8319205,44.55575907
777,59,River Group,-110.8320156,44.55574485
778,59,River Group,-110.8321123,44.55573771
779,63,Sentinel Meadows Group,-110.8700457,44.56218455
780,63,Sentinel Meadows Group,-110.8701429,44.56218455
781,63,Sentinel Meadows Group,-110.8702396,44.56219169
782,63,Sentinel Meadows Group,-110.8703347,44.56220591
783,63,Sentinel Meadows Group,-110.8704273,44.56222704
784,63,Sentinel Meadows Group,-110.8705164,44.56225487
785,63,Sentinel Meadows Group,-110.870601,44.56228909
786,63,Sentinel Meadows Group,-110.8706802,44.56232936
787,63,Sentinel Meadows Group,-110.8707532,44.56237523
788,63,Sentinel Meadows Group,-110.8708192,44.56242622
789,63,Sentinel Meadows Group,-110.8708776,44.5624818
790,63,Sentinel Meadows Group,-110.8709276,44.56254138
791,63,Sentinel Meadows Group,-110.8709688,44.56260431
792,63,Sentinel Meadows Group,-110.8710007,44.56266994
793,63,Sentinel Meadows Group,-110.8710231,44.56273758
794,63,Sentinel Meadows Group,-110.8711528,44.56318772
795,63,Sentinel Meadows Group,-110.8711653,44.56325663
796,63,Sentinel Meadows Group,-110.8711678,44.56332609
797,63,Sentinel Meadows Group,-110.8711603,44.56339538
798,63,Sentinel Meadows Group,-110.8711428,44.56346374
799,63,Sentinel Meadows Group,-110.8711157,44.56353046
800,63,Sentinel Meadows Group,-110.871079,44.56359483
801,63,Sentinel Meadows Group,-110.8710334,44.56365616
802,63,Sentinel Meadows Group,-110.8659905,44.56997711
803,63,Sentinel Meadows Group,-110.8659362,44.57003477
804,63,Sentinel Meadows Group,-110.8658739,44.57008813
805,63,Sentinel Meadows Group,-110.8658043,44.57013663
806,63,Sentinel Meadows Group,-110.8657281,44.57017975
807,63,Sentinel Meadows Group,-110.8656461,44.57021705
808,63,Sentinel Meadows Group,-110.8655591,44.57024812
809,63,Sentinel Meadows Group,-110.8654681,44.57027263
810,63,Sentinel Meadows Group,-110.8653741,44.57029033
811,63,Sentinel Meadows Group,-110.8652781,44.57030102
812,63,Sentinel Meadows Group,-110.865181,44.5703046
813,63,Sentinel Meadows Group,-110.8650839,44.57030102
814,63,Sentinel Meadows Group,-110.8649879,44.57029033
815,63,Sentinel Meadows Group,-110.8648939,44.57027263
816,63,Sentinel Meadows Group,-110.8648029,44.57024812
817,63,Sentinel Meadows Group,-110.8647159,44.57021705
818,63,Sentinel Meadows Group,-110.8646339,44.57017975
819,63,Sentinel Meadows Group,-110.8645577,44.57013663
820,63,Sentinel Meadows Group,-110.8629021,44.56902274
821,63,Sentinel Meadows Group,-110.8628325,44.56897424
822,63,Sentinel Meadows Group,-110.8627702,44.56892088
823,63,Sentinel Meadows Group,-110.8592379,44.56524351
824,63,Sentinel Meadows Group,-110.8591836,44.56518585
825,63,Sentinel Meadows Group,-110.8591379,44.56512452
826,63,Sentinel Meadows Group,-110.8591013,44.56506015
827,63,Sentinel Meadows Group,-110.8590741,44.56499343
828,63,Sentinel Meadows Group,-110.8590567,44.56492507
829,63,Sentinel Meadows Group,-110.8590492,44.56485578
830,63,Sentinel Meadows Group,-110.8590517,44.56478632
831,63,Sentinel Meadows Group,-110.8590642,44.56471741
832,63,Sentinel Meadows Group,-110.8590865,44.56464977
833,63,Sentinel Meadows Group,-110.8591185,44.56458414
834,63,Sentinel Meadows Group,-110.8591597,44.56452121
835,63,Sentinel Meadows Group,-110.8592097,44.56446163
836,63,Sentinel Meadows Group,-110.8592681,44.56440606
837,63,Sentinel Meadows Group,-110.8593341,44.56435506
838,63,Sentinel Meadows Group,-110.8594071,44.56430919
839,63,Sentinel Meadows Group,-110.8594863,44.56426892
840,63,Sentinel Meadows Group,-110.8595709,44.5642347
841,63,Sentinel Meadows Group,-110.85966,44.56420687
842,63,Sentinel Meadows Group,-110.8597526,44.56418574
843,63,Sentinel Meadows Group,-110.8698539,44.56220591
844,63,Sentinel Meadows Group,-110.869949,44.56219169
845,63,Sentinel Meadows Group,-110.8700457,44.56218455
846,64,Serendipity Springs,-110.8047374,44.53503197
847,64,Serendipity Springs,-110.8048346,44.53503197
848,64,Serendipity Springs,-110.8049312,44.53503911
849,64,Serendipity Springs,-110.8050263,44.53505332
850,64,Serendipity Springs,-110.8051189,44.53507446
851,64,Serendipity Springs,-110.8052079,44.53510228
852,64,Serendipity Springs,-110.8052924,44.53513651
853,64,Serendipity Springs,-110.8053716,44.53517677
854,64,Serendipity Springs,-110.8054446,44.53522265
855,64,Serendipity Springs,-110.8055106,44.53527364
856,64,Serendipity Springs,-110.8055689,44.53532922
857,64,Serendipity Springs,-110.8056189,44.5353888
858,64,Serendipity Springs,-110.8056601,44.53545173
859,64,Serendipity Springs,-110.805692,44.53551736
860,64,Serendipity Springs,-110.8057143,44.53558499
861,64,Serendipity Springs,-110.8057268,44.53565391
862,64,Serendipity Springs,-110.8057293,44.53572337
863,64,Serendipity Springs,-110.8057218,44.53579266
864,64,Serendipity Springs,-110.8057044,44.53586102
865,64,Serendipity Springs,-110.8056772,44.53592774
866,64,Serendipity Springs,-110.8056406,44.53599211
867,64,Serendipity Springs,-110.805595,44.53605345
868,64,Serendipity Springs,-110.8055408,44.5361111
869,64,Serendipity Springs,-110.8054785,44.53616446
870,64,Serendipity Springs,-110.8054089,44.53621296
871,64,Serendipity Springs,-110.8053328,44.53625609
872,64,Serendipity Springs,-110.8052508,44.53629338
873,64,Serendipity Springs,-110.8051639,44.53632445
874,64,Serendipity Springs,-110.805073,44.53634896
875,64,Serendipity Springs,-110.804979,44.53636666
876,64,Serendipity Springs,-110.804883,44.53637735
877,64,Serendipity Springs,-110.804786,44.53638093
878,64,Serendipity Springs,-110.804689,44.53637735
879,64,Serendipity Springs,-110.804593,44.53636666
880,64,Serendipity Springs,-110.804499,44.53634896
881,64,Serendipity Springs,-110.8044081,44.53632445
882,64,Serendipity Springs,-110.8043212,44.53629338
883,64,Serendipity Springs,-110.8042392,44.53625609
884,64,Serendipity Springs,-110.8041631,44.53621296
885,64,Serendipity Springs,-110.8040935,44.53616446
886,64,Serendipity Springs,-110.8040312,44.5361111
887,64,Serendipity Springs,-110.803977,44.53605345
888,64,Serendipity Springs,-110.8039314,44.53599211
889,64,Serendipity Springs,-110.8038948,44.53592774
890,64,Serendipity Springs,-110.8038676,44.53586102
891,64,Serendipity Springs,-110.8038502,44.53579266
892,64,Serendipity Springs,-110.8038427,44.53572337
893,64,Serendipity Springs,-110.8038452,44.53565391
894,64,Serendipity Springs,-110.8038577,44.53558499
895,64,Serendipity Springs,-110.80388,44.53551736
896,64,Serendipity Springs,-110.8039119,44.53545173
897,64,Serendipity Springs,-110.8039531,44.5353888
898,64,Serendipity Springs,-110.8040031,44.53532922
899,64,Serendipity Springs,-110.8040614,44.53527364
900,64,Serendipity Springs,-110.8041274,44.53522265
901,64,Serendipity Springs,-110.8042004,44.53517677
902,64,Serendipity Springs,-110.8042796,44.53513651
903,64,Serendipity Springs,-110.8043641,44.53510228
904,64,Serendipity Springs,-110.8044531,44.53507446
905,64,Serendipity Springs,-110.8045457,44.53505332
906,64,Serendipity Springs,-110.8046408,44.53503911
907,64,Serendipity Springs,-110.8047374,44.53503197
908,68,Thud Group (Hotel Group*),-110.8072558,44.55766795
909,68,Thud Group (Hotel Group*),-110.807353,44.55766795
910,68,Thud Group (Hotel Group*),-110.8074497,44.55767509
911,68,Thud Group (Hotel Group*),-110.8075448,44.55768931
912,68,Thud Group (Hotel Group*),-110.8076374,44.55771044
913,68,Thud Group (Hotel Group*),-110.8077264,44.55773827
914,68,Thud Group (Hotel Group*),-110.807811,44.55777249
915,68,Thud Group (Hotel Group*),-110.8078902,44.55781276
916,68,Thud Group (Hotel Group*),-110.8079632,44.55785863
917,68,Thud Group (Hotel Group*),-110.8080293,44.55790962
918,68,Thud Group (Hotel Group*),-110.8080876,44.5579652
919,68,Thud Group (Hotel Group*),-110.8081376,44.55802478
920,68,Thud Group (Hotel Group*),-110.8081788,44.55808771
921,68,Thud Group (Hotel Group*),-110.8082108,44.55815334
922,68,Thud Group (Hotel Group*),-110.8082331,44.55822098
923,68,Thud Group (Hotel Group*),-110.8082456,44.55828989
924,68,Thud Group (Hotel Group*),-110.8082481,44.55835935
925,68,Thud Group (Hotel Group*),-110.8082406,44.55842864
926,68,Thud Group (Hotel Group*),-110.8082232,44.558497
927,68,Thud Group (Hotel Group*),-110.808196,44.55856372
928,68,Thud Group (Hotel Group*),-110.8081594,44.55862809
929,68,Thud Group (Hotel Group*),-110.8081137,44.55868943
930,68,Thud Group (Hotel Group*),-110.8080594,44.55874708
931,68,Thud Group (Hotel Group*),-110.8079972,44.55880044
932,68,Thud Group (Hotel Group*),-110.8079276,44.55884894
933,68,Thud Group (Hotel Group*),-110.8078514,44.55889206
934,68,Thud Group (Hotel Group*),-110.8077694,44.55892936
935,68,Thud Group (Hotel Group*),-110.8076824,44.55896043
936,68,Thud Group (Hotel Group*),-110.8075915,44.55898494
937,68,Thud Group (Hotel Group*),-110.8074975,44.55900264
938,68,Thud Group (Hotel Group*),-110.8074015,44.55901333
939,68,Thud Group (Hotel Group*),-110.8030222,44.55920788
940,68,Thud Group (Hotel Group*),-110.8029251,44.55921146
941,68,Thud Group (Hotel Group*),-110.802828,44.55920788
942,68,Thud Group (Hotel Group*),-110.802732,44.55919719
943,68,Thud Group (Hotel Group*),-110.802638,44.55917949
944,68,Thud Group (Hotel Group*),-110.8025471,44.55915498
945,68,Thud Group (Hotel Group*),-110.8024601,44.55912391
946,68,Thud Group (Hotel Group*),-110.8023781,44.55908661
947,68,Thud Group (Hotel Group*),-110.8023019,44.55904349
948,68,Thud Group (Hotel Group*),-110.8022323,44.55899499
949,68,Thud Group (Hotel Group*),-110.8021701,44.55894163
950,68,Thud Group (Hotel Group*),-110.8021254,44.55889423
951,68,Thud Group (Hotel Group*),-110.8020064,44.55838526
952,68,Thud Group (Hotel Group*),-110.8020187,44.55834789
953,68,Thud Group (Hotel Group*),-110.8020507,44.55828226
954,68,Thud Group (Hotel Group*),-110.8020919,44.55821933
955,68,Thud Group (Hotel Group*),-110.8021419,44.55815975
956,68,Thud Group (Hotel Group*),-110.8022002,44.55810417
957,68,Thud Group (Hotel Group*),-110.8022663,44.55805318
958,68,Thud Group (Hotel Group*),-110.8023393,44.55800731
959,68,Thud Group (Hotel Group*),-110.8024185,44.55796704
960,68,Thud Group (Hotel Group*),-110.8025031,44.55793282
961,68,Thud Group (Hotel Group*),-110.8025921,44.55790499
962,68,Thud Group (Hotel Group*),-110.8026847,44.55788386
963,68,Thud Group (Hotel Group*),-110.8027798,44.55786964
964,68,Thud Group (Hotel Group*),-110.8028765,44.5578625
965,68,Thud Group (Hotel Group*),-110.8072558,44.55766795
966,73,White Creek Group,-110.7963686,44.53156398
967,73,White Creek Group,-110.7964658,44.53156398
968,73,White Creek Group,-110.7965624,44.53157112
969,73,White Creek Group,-110.7966575,44.53158533
970,73,White Creek Group,-110.7974308,44.53175269
971,73,White Creek Group,-110.7985189,44.53221808
972,73,White Creek Group,-110.802557,44.53457361
973,73,White Creek Group,-110.80263,44.53461949
974,73,White Creek Group,-110.802696,44.53467048
975,73,White Creek Group,-110.8027543,44.53472606
976,73,White Creek Group,-110.8028043,44.53478564
977,73,White Creek Group,-110.8028455,44.53484857
978,73,White Creek Group,-110.8028774,44.5349142
979,73,White Creek Group,-110.8028997,44.53498183
980,73,White Creek Group,-110.8029122,44.53505075
981,73,White Creek Group,-110.8029147,44.53512021
982,73,White Creek Group,-110.8029072,44.5351895
983,73,White Creek Group,-110.8028898,44.53525786
984,73,White Creek Group,-110.8028626,44.53532458
985,73,White Creek Group,-110.802826,44.53538895
986,73,White Creek Group,-110.8027804,44.53545029
987,73,White Creek Group,-110.8027261,44.53550794
988,73,White Creek Group,-110.7987284,44.53910139
989,73,White Creek Group,-110.7986662,44.53915475
990,73,White Creek Group,-110.7985966,44.53920325
991,73,White Creek Group,-110.7985204,44.53924638
992,73,White Creek Group,-110.7984384,44.53928367
993,73,White Creek Group,-110.7983515,44.53931474
994,73,White Creek Group,-110.7982606,44.53933925
995,73,White Creek Group,-110.7981666,44.53935695
996,73,White Creek Group,-110.7980706,44.53936764
997,73,White Creek Group,-110.7979736,44.53937122
998,73,White Creek Group,-110.7978766,44.53936764
999,73,White Creek Group,-110.7977806,44.53935695
1000,73,White Creek Group,-110.7976866,44.53933925
1001,73,White Creek Group,-110.7975957,44.53931474
1002,73,White Creek Group,-110.7975088,44.53928367
1003,73,White Creek Group,-110.7974268,44.53924638
1004,73,White Creek Group,-110.7973506,44.53920325
1005,73,White Creek Group,-110.797281,44.53915475
1006,73,White Creek Group,-110.7972188,44.53910139
1007,73,White Creek Group,-110.7971646,44.53904374
1008,73,White Creek Group,-110.7971189,44.5389824
1009,73,White Creek Group,-110.7970823,44.53891803
1010,73,White Creek Group,-110.7970552,44.53885131
1011,73,White Creek Group,-110.7970377,44.53878295
1012,73,White Creek Group,-110.7962673,44.53562057
1013,73,White Creek Group,-110.7954814,44.53232467
1014,73,White Creek Group,-110.7954739,44.53225538
1015,73,White Creek Group,-110.7954764,44.53218592
1016,73,White Creek Group,-110.7954889,44.532117
1017,73,White Creek Group,-110.7955112,44.53204937
1018,73,White Creek Group,-110.7955432,44.53198374
1019,73,White Creek Group,-110.7955843,44.53192081
1020,73,White Creek Group,-110.7956343,44.53186123
1021,73,White Creek Group,-110.7956927,44.53180565
1022,73,White Creek Group,-110.7957586,44.53175466
1023,73,White Creek Group,-110.7958316,44.53170878
1024,73,White Creek Group,-110.7959108,44.53166852
1025,73,White Creek Group,-110.7959953,44.53163429
1026,73,White Creek Group,-110.7960844,44.53160647
1027,73,White Creek Group,-110.7961769,44.53158533
1028,73,White Creek Group,-110.796272,44.53157112
1029,73,White Creek Group,-110.7963686,44.53156398
1030,74,White Dome Group,-110.801961,44.53825877
1031,74,White Dome Group,-110.8020582,44.53825877
1032,74,White Dome Group,-110.8021548,44.53826591
1033,74,White Dome Group,-110.8022499,44.53828012
1034,74,White Dome Group,-110.8023425,44.53830126
1035,74,White Dome Group,-110.8024315,44.53832908
1036,74,White Dome Group,-110.8025161,44.53836331
1037,74,White Dome Group,-110.8025952,44.53840357
1038,74,White Dome Group,-110.803404,44.53881937
1039,74,White Dome Group,-110.8034769,44.53886525
1040,74,White Dome Group,-110.8035429,44.53891624
1041,74,White Dome Group,-110.8036012,44.53897182
1042,74,White Dome Group,-110.8036513,44.5390314
1043,74,White Dome Group,-110.8036924,44.53909433
1044,74,White Dome Group,-110.8037244,44.53915996
1045,74,White Dome Group,-110.8037467,44.53922759
1046,74,White Dome Group,-110.8037592,44.53929651
1047,74,White Dome Group,-110.8037617,44.53936597
1048,74,White Dome Group,-110.8037542,44.53943526
1049,74,White Dome Group,-110.8037368,44.53950362
1050,74,White Dome Group,-110.8037096,44.53957034
1051,74,White Dome Group,-110.803673,44.53963471
1052,74,White Dome Group,-110.8036273,44.53969605
1053,74,White Dome Group,-110.8035731,44.5397537
1054,74,White Dome Group,-110.8035109,44.53980706
1055,74,White Dome Group,-110.8034413,44.53985556
1056,74,White Dome Group,-110.8033651,44.53989869
1057,74,White Dome Group,-110.8032831,44.53993598
1058,74,White Dome Group,-110.8031962,44.53996705
1059,74,White Dome Group,-110.8031053,44.53999156
1060,74,White Dome Group,-110.8030113,44.54000926
1061,74,White Dome Group,-110.8029153,44.54001995
1062,74,White Dome Group,-110.8028183,44.54002353
1063,74,White Dome Group,-110.8027213,44.54001995
1064,74,White Dome Group,-110.8026253,44.54000926
1065,74,White Dome Group,-110.8025313,44.53999156
1066,74,White Dome Group,-110.8024404,44.53996705
1067,74,White Dome Group,-110.8023535,44.53993598
1068,74,White Dome Group,-110.8014303,44.53952781
1069,74,White Dome Group,-110.8013483,44.53949052
1070,74,White Dome Group,-110.8012721,44.53944739
1071,74,White Dome Group,-110.8012025,44.53939889
1072,74,White Dome Group,-110.8011403,44.53934553
1073,74,White Dome Group,-110.8010861,44.53928788
1074,74,White Dome Group,-110.8010404,44.53922654
1075,74,White Dome Group,-110.8010038,44.53916217
1076,74,White Dome Group,-110.8009767,44.53909545
1077,74,White Dome Group,-110.8009592,44.53902709
1078,74,White Dome Group,-110.8009517,44.5389578
1079,74,White Dome Group,-110.8009542,44.53888834
1080,74,White Dome Group,-110.8009667,44.53881942
1081,74,White Dome Group,-110.800989,44.53875179
1082,74,White Dome Group,-110.801021,44.53868616
1083,74,White Dome Group,-110.8010621,44.53862323
1084,74,White Dome Group,-110.8011122,44.53856365
1085,74,White Dome Group,-110.8011705,44.53850807
1086,74,White Dome Group,-110.8012365,44.53845708
1087,74,White Dome Group,-110.8013095,44.5384112
1088,74,White Dome Group,-110.8013886,44.53837094
1089,74,White Dome Group,-110.8014732,44.53833671
1090,74,White Dome Group,-110.8015622,44.53830889
1091,74,White Dome Group,-110.8016548,44.53828775
1092,74,White Dome Group,-110.8017499,44.53827354
1093,74,White Dome Group,-110.8018465,44.5382664
1094,74,White Dome Group,-110.801961,44.53825877
